"","exposure","covariate","outcome"
"1",0.0671972439018676,0.129825140160376,-0.140413215397204
"2",0.087755914427303,0.00240910622984368,-0.0319435715587575
"3",-0.751281171487522,0.383942916965458,0.632417814691629
"4",0.0760001401338891,-0.376841103824172,-0.910736792678635
"5",-1.56962158375735,-1.66151124937141,-2.83461572056281
"6",0.358463867613272,0.850382849684197,1.54025528337744
"7",0.323019656041811,0.711328854076838,-0.648517106228005
"8",-1.09820579287328,-1.00188670865305,-1.22525011280214
"9",-0.00822625867655611,0.817334785598842,0.794152491070532
"10",-0.774502091335595,-1.57664808235481,-0.681064149418328
"11",-0.3065516198088,-1.56080336017685,-1.39823185347581
"12",-0.261218741559457,-1.07660082836448,-0.408108492920062
"13",0.728149765870482,-0.198717077908115,-0.532995977741761
"14",1.97427236926092,-0.460993220013292,-1.17623298970493
"15",-0.0292532863390459,-0.495636508647172,-0.740645875780098
"16",0.765757468091188,0.845934585611152,0.33428221034769
"17",0.364217196389862,-1.61828661868655,-1.18135099428626
"18",-0.362683280853647,-1.28753170137519,-1.28682853793521
"19",-0.483379534577929,-0.518447203280448,-0.152856790175011
"20",1.10714910170068,2.36031444072505,2.69638922774636
"21",0.727643234318758,1.00372271580767,2.06260820285711
"22",-0.221952032808146,-0.54705432893135,-0.249824812412551
"23",0.265060610861333,0.212538598836004,1.21551029790933
"24",0.139829287069258,0.701968040664537,0.00700873660994217
"25",-1.29052347099384,-0.590953970043957,-1.21730452218359
"26",-0.00795568296027159,-1.59728734959046,-1.60982464374305
"27",0.909894432042459,-0.198220357019405,0.909171042972265
"28",0.253793437236894,1.70772543953517,1.66496570979915
"29",-2.11230777913382,-3.6730854269788,-4.87147072024665
"30",-1.14022787149244,-0.227331251723115,0.177238691708088
"31",1.34660055360947,3.3304382655955,4.01864709095197
"32",1.43531532540464,-0.855146725644606,-0.0887834262119994
"33",-0.629430867945061,-1.86526045971554,-1.23598955550401
"34",0.947541930693867,1.13698911735844,1.01044948185635
"35",0.169700016555858,1.28137688513775,2.23228183686838
"36",-0.977468513062809,-2.05652401640814,-0.92751025984652
"37",0.678428929451281,-0.224468408784018,-0.208993083699251
"38",-0.0715668680264363,-0.505164245379325,-0.59685677625759
"39",1.12924175336497,2.17881807563415,0.940133623743969
"40",-0.288794682163482,0.175552686778508,0.417325012660111
"41",-0.517758550206902,0.263146345124763,-0.397975321899284
"42",1.32467395945704,3.26032906078907,4.00612878231292
"43",-0.00182148213928338,-0.381888369259853,-0.0699231309657568
"44",-0.183747052747841,-0.7800719656844,-0.251577076671675
"45",0.313392905804101,-0.635875011164158,-1.04641465292966
"46",1.09929230249537,0.625794105792078,0.847389189722189
"47",1.77006711908379,-0.207544342872116,-1.24998864932163
"48",0.180708526058433,-0.979823708403034,-0.525869311662833
"49",-1.17964655949558,0.0189415307324545,-0.881351684994917
"50",-1.65923113554638,-1.55306972833571,-2.43853034882828
"51",-1.18137397814883,-1.05996063840707,-0.920563026620612
"52",1.3852292421217,0.197880638044173,0.132148731854512
"53",1.351792882341,1.99062268266191,0.358359545411713
"54",1.33850789354457,0.632738967204685,-0.234978361330098
"55",1.45427631507047,2.06345753352835,0.103416238734396
"56",-0.19669618428439,-1.32185069770409,-1.58393504421306
"57",-0.886939637484909,-2.81008593121808,-3.82156851577219
"58",-1.17160110574676,0.422380608656024,0.919580425565872
"59",-1.32543550059128,-1.50313188662988,-2.50739913861687
"60",-0.213154067113483,0.40061156584777,-0.28138274289736
"61",-0.0823804237889776,0.263401160880929,-1.11545692615325
"62",-0.640182475113512,-0.973069508156223,-1.58375087066085
"63",-0.119720744709666,-1.22364562047527,-1.88775637974908
"64",-1.78114924347295,-1.28793956023978,-1.31367495194356
"65",-0.00182786159590139,1.37842528304088,3.43248825417493
"66",-2.97027672747954,-2.40611256835833,-1.78837608892492
"67",-1.53368252247931,-1.8491406986267,-2.48909514378803
"68",0.9105387397429,2.81613061783952,2.53634487451868
"69",3.88934993909527,3.53785532241383,3.75208351290388
"70",-0.128433635409525,0.687732332020209,0.454661048655336
"71",-0.50358875519439,-0.793270089257145,-2.70793807412211
"72",1.54607437443016,2.24589989396065,2.82769709253465
"73",-1.67555235774803,-1.51916532396406,-3.2786775111894
"74",-0.589728678431047,-0.169503053984101,-0.482308180542831
"75",0.519088796845547,0.953794429087605,2.84031408420166
"76",0.215001268957828,-0.505698739586322,1.3722676468015
"77",-0.326572580989333,-1.11016274395778,-0.755043769974647
"78",2.10325026750652,0.770011845780156,1.24428020782772
"79",-0.480876938303461,-0.148319241527119,-0.0821198813604839
"80",0.424209083647459,1.36845503644987,3.307587232206
"81",-0.119257290100782,1.07534044898139,2.73640822854626
"82",-1.12567576275722,-0.224008106496559,-0.38096399417683
"83",0.0889840072902704,-0.414111633608169,1.44930145614778
"84",-0.741559978526467,-1.32473812075761,-0.043642402636358
"85",0.467778081222091,1.78278249403497,3.34504069905935
"86",0.0762670747444834,1.58351402710516,2.656976766592
"87",-1.53044567871401,-1.81262867681342,-1.98103893426279
"88",0.111193104322767,1.30086929914488,1.13637276746826
"89",0.857990210892047,0.927114255174933,0.736974196627105
"90",-0.771345094885274,-0.541452835887036,-0.489292625284323
"91",-0.287150509611544,0.588620936297074,0.63111323982606
"92",0.209000974417851,1.79249458630667,1.65656074212175
"93",-0.269686639204513,-0.231260127076694,-1.6517749102493
"94",-1.08309259296444,-2.55176206373632,-0.393087866051731
"95",0.403335909900956,0.893958318028556,1.07476766969932
"96",0.0617192871777477,-0.147435760738508,-0.165589016920284
"97",0.717217132987263,-0.145822422505505,-0.906189393594946
"98",-0.229019864463325,-0.917748246489423,-2.19201949365634
"99",-1.46242647859203,-1.18053672251765,-0.855214840603356
"100",-0.488853445647525,0.151679332726425,-1.0228076810283
